text,topic,source_type,source_credibility,article_length,contradiction_score,semantic_similarity,readability_score,sentiment,trust_score
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Social Media Post,3,1449,0.03,0.77,43.75,Negative,46.53
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Government Website,8,3042,0.82,0.91,92.4,Positive,80.99
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Educational Website,7,3195,0.76,0.76,48.08,Negative,66.45
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,News Article,6,2989,0.45,0.83,60.09,Negative,66.14
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Educational Website,7,4509,0.39,0.72,66.6,Negative,75.88
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Educational Website,7,3897,0.35,0.42,86.65,Positive,68.49
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Social Media Post,3,2434,0.13,0.73,62.06,Positive,46.64
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Research Paper,9,4934,0.89,0.41,79.92,Positive,73.47
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Educational Website,7,2775,0.35,0.68,84.17,Negative,76.72
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Government Website,8,913,0.28,0.55,31.81,Positive,76.01
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Social Media Post,3,2050,0.98,0.92,74.0,Neutral,29.41
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Blog,4,4199,0.74,0.96,63.86,Neutral,44.61
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Social Media Post,3,156,0.5,0.66,93.78,Negative,44.39
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,News Article,6,3413,0.84,0.65,78.17,Negative,51.59
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Social Media Post,3,618,0.41,0.92,94.8,Positive,52.9
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Social Media Post,3,803,0.65,0.6,64.05,Neutral,31.95
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Research Paper,9,1737,0.04,0.55,93.17,Positive,100.0
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Government Website,8,601,0.55,0.84,61.89,Neutral,74.7
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Blog,4,3665,0.36,0.64,51.25,Negative,43.45
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Research Paper,9,2844,0.71,0.43,91.53,Neutral,83.85
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Government Website,8,2442,0.61,0.52,61.94,Neutral,74.05
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Social Media Post,3,4807,0.22,0.8,54.67,Neutral,42.88
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Blog,4,2856,0.34,0.83,31.47,Positive,46.24
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Social Media Post,3,3021,0.3,0.71,95.84,Negative,53.06
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Blog,4,3873,0.61,0.88,88.09,Neutral,49.63
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Social Media Post,3,1571,0.03,0.46,79.17,Neutral,50.11
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Research Paper,9,3074,0.39,0.98,61.35,Neutral,93.17
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Government Website,8,1231,0.13,0.48,64.39,Neutral,86.67
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Blog,4,2124,0.68,0.53,87.02,Negative,40.19
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Social Media Post,3,2601,0.5,0.83,63.47,Negative,40.79
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Research Paper,9,309,0.68,0.52,65.4,Negative,82.65
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,News Article,6,4341,0.53,0.63,52.07,Neutral,56.32
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Government Website,8,4200,0.68,0.96,37.46,Positive,73.78
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Educational Website,7,354,0.22,0.43,45.48,Negative,69.21
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,News Article,6,2034,0.15,0.8,36.5,Neutral,63.71
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,News Article,6,4691,0.72,0.94,52.56,Positive,60.33
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Government Website,8,2420,0.04,0.95,97.32,Neutral,100.0
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Research Paper,9,901,0.47,0.75,92.79,Negative,98.08
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Government Website,8,2913,0.98,0.77,75.73,Negative,71.96
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Government Website,8,2280,0.43,0.55,62.05,Negative,72.07
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Government Website,8,4627,0.62,0.69,85.03,Neutral,83.14
